jp_name,jp_team,en_name,en_team
スチュワート・ジュニア,福岡ソフトバンクホークス,"Stewart, Jr., Carter",SoftBank Hawks
津森 宥紀,福岡ソフトバンクホークス,"Tsumori, Yuki",SoftBank Hawks
又吉 克樹,福岡ソフトバンクホークス,"Matayoshi, Katsuki",SoftBank Hawks
東浜 巨,福岡ソフトバンクホークス,"Higashihama, Nao",SoftBank Hawks
有原 航平,福岡ソフトバンクホークス,"Arihara, Kohei",SoftBank Hawks
武田 翔太,福岡ソフトバンクホークス,"Takeda, Shota",SoftBank Hawks
中村 亮太,福岡ソフトバンクホークス,"Nakamura, Ryota",SoftBank Hawks
和田 毅,福岡ソフトバンクホークス,"Wada, Tsuyoshi",SoftBank Hawks
大津 亮介,福岡ソフトバンクホークス,"Ohtsu, Ryosuke",SoftBank Hawks
岩井 俊介,福岡ソフトバンクホークス,"Iwai, Shunsuke",SoftBank Hawks
石川 柊太,福岡ソフトバンクホークス,"Ishikawa, Shuta",SoftBank Hawks
村田 賢一,福岡ソフトバンクホークス,"Murata, Kenichi",SoftBank Hawks
モイネロ,福岡ソフトバンクホークス,"Moinelo, Livan",SoftBank Hawks
澤柳 亮太郎,福岡ソフトバンクホークス,"Sawayanagi, Ryotaro",SoftBank Hawks
尾形 崇斗,福岡ソフトバンクホークス,"Ogata, Shuto",SoftBank Hawks
杉山 一樹,福岡ソフトバンクホークス,"Sugiyama, Kazuki",SoftBank Hawks
前田 悠伍,福岡ソフトバンクホークス,"Maeda, Yugo",SoftBank Hawks
三浦 瑞樹,福岡ソフトバンクホークス,"Miura, Mizuki",SoftBank Hawks
大関 友久,福岡ソフトバンクホークス,"Ohzeki, Tomohisa",SoftBank Hawks
藤井 皓哉,福岡ソフトバンクホークス,"Fujii, Kouya",SoftBank Hawks
松本 晴,福岡ソフトバンクホークス,"Matsumoto, Haru",SoftBank Hawks
板東 湧梧,福岡ソフトバンクホークス,"Bandoh, Yugo",SoftBank Hawks
前田 純,福岡ソフトバンクホークス,"Maeda, Jun",SoftBank Hawks
大山 凌,福岡ソフトバンクホークス,"Ohyama, Ryo",SoftBank Hawks
オスナ,福岡ソフトバンクホークス,"Osuna, Roberto",SoftBank Hawks
田浦 文丸,福岡ソフトバンクホークス,"Taura, Fumimaru",SoftBank Hawks
木村 大成,福岡ソフトバンクホークス,"Kimura, Taisei",SoftBank Hawks
長谷川 威展,福岡ソフトバンクホークス,"Hasegawa, Takehiro",SoftBank Hawks
大野 稼頭央,福岡ソフトバンクホークス,"Ohno, Kazuo",SoftBank Hawks
ヘルナンデス,福岡ソフトバンクホークス,"Hernandez, Darwinzon",SoftBank Hawks
松本 裕樹,福岡ソフトバンクホークス,"Matsumoto, Yuki",SoftBank Hawks
笠谷 俊介,福岡ソフトバンクホークス,"Kasaya, Shunsuke",SoftBank Hawks
木村 光,福岡ソフトバンクホークス,"Kimura, Hikaru",SoftBank Hawks
田上 奏大,福岡ソフトバンクホークス,"Tanoue, Sota",SoftBank Hawks
嶺井 博希,福岡ソフトバンクホークス,"Minei, Hiroki",SoftBank Hawks
甲斐 拓也,福岡ソフトバンクホークス,"Kai, Takuya",SoftBank Hawks
牧原 巧汰,福岡ソフトバンクホークス,"Makihara, Kota",SoftBank Hawks
谷川原 健太,福岡ソフトバンクホークス,"Tanigawara, Kenta",SoftBank Hawks
石塚 綜一郎,福岡ソフトバンクホークス,"Ishizuka, Soichiro",SoftBank Hawks
海野 隆司,福岡ソフトバンクホークス,"Umino, Takashi",SoftBank Hawks
吉田 賢吾,福岡ソフトバンクホークス,"Yoshida, Kengo",SoftBank Hawks
藤田 悠太郎,福岡ソフトバンクホークス,"Fujita, Yutaro",SoftBank Hawks
渡邉 陸,福岡ソフトバンクホークス,"Watanabe, Riku",SoftBank Hawks
川瀬 晃,福岡ソフトバンクホークス,"Kawase, Hikaru",SoftBank Hawks
ダウンズ,福岡ソフトバンクホークス,"Downs, Jeter",SoftBank Hawks
今宮 健太,福岡ソフトバンクホークス,"Imamiya, Kenta",SoftBank Hawks
牧原 大成,福岡ソフトバンクホークス,"Makihara, Taisei",SoftBank Hawks
三森 大貴,福岡ソフトバンクホークス,"Mimori, Masaki",SoftBank Hawks
周東 佑京,福岡ソフトバンクホークス,"Shuto, Ukyo",SoftBank Hawks
栗原 陵矢,福岡ソフトバンクホークス,"Kurihara, Ryoya",SoftBank Hawks
山川 穂高,福岡ソフトバンクホークス,"Yamakawa, Hotaka",SoftBank Hawks
廣瀨 隆太,福岡ソフトバンクホークス,"Hirose, Ryuta",SoftBank Hawks
イヒネ イツア,福岡ソフトバンクホークス,"Ikhine, Itua",SoftBank Hawks
井上 朋也,福岡ソフトバンクホークス,"Inoue, Tomoya",SoftBank Hawks
川原田 純平,福岡ソフトバンクホークス,"Kawarada, Jumpei",SoftBank Hawks
リチャード,福岡ソフトバンクホークス,"Sunagawa, Richard",SoftBank Hawks
野村 大樹,福岡ソフトバンクホークス,"Nomura, Daiju",SoftBank Hawks
仲田 慶介,福岡ソフトバンクホークス,"Nakata, Keisuke",SoftBank Hawks
野村 勇,福岡ソフトバンクホークス,"Nomura, Isami",SoftBank Hawks
近藤 健介,福岡ソフトバンクホークス,"Kondoh, Kensuke",SoftBank Hawks
中村 晃,福岡ソフトバンクホークス,"Nakamura, Akira",SoftBank Hawks
柳田 悠岐,福岡ソフトバンクホークス,"Yanagita, Yuki",SoftBank Hawks
ウォーカー,福岡ソフトバンクホークス,"Walker, Adam",SoftBank Hawks
佐藤 直樹,福岡ソフトバンクホークス,"Satoh, Naoki",SoftBank Hawks
正木 智也,福岡ソフトバンクホークス,"Masaki, Tomoya",SoftBank Hawks
柳町 達,福岡ソフトバンクホークス,"Yanagimachi, Tatsuru",SoftBank Hawks
生海,福岡ソフトバンクホークス,"Kai, Ikumi",SoftBank Hawks
笹川 吉康,福岡ソフトバンクホークス,"Sasagawa, Yoshiyasu",SoftBank Hawks
緒方 理貢,福岡ソフトバンクホークス,"Ogata, Riku",SoftBank Hawks
川村 友斗,福岡ソフトバンクホークス,"Kawamura, Yuto",SoftBank Hawks
佐藤 宏樹,福岡ソフトバンクホークス,"Satoh, Hiroki",SoftBank Hawks
古川 侑利,福岡ソフトバンクホークス,"Furukawa, Yuri",SoftBank Hawks
宮里 優吾,福岡ソフトバンクホークス,"Miyasato, Yuwa",SoftBank Hawks
星野 恒太朗,福岡ソフトバンクホークス,"Hoshino, Kotaro",SoftBank Hawks
大城 真乃,福岡ソフトバンクホークス,"Ohshiro, Shinno",SoftBank Hawks
アルメンタ,福岡ソフトバンクホークス,"Armenta, Alexander",SoftBank Hawks
大竹 風雅,福岡ソフトバンクホークス,"Ohtake, Fuga",SoftBank Hawks
井﨑 燦志郎,福岡ソフトバンクホークス,"Izaki, Sanshiro",SoftBank Hawks
フェリックス,福岡ソフトバンクホークス,"Felix, Mailon",SoftBank Hawks
藤原 大翔,福岡ソフトバンクホークス,"Fujiwara, Haruto",SoftBank Hawks
村上 舜,福岡ソフトバンクホークス,"Murakami, Shun",SoftBank Hawks
ハモンド,福岡ソフトバンクホークス,"Tanaka, Leiri Hammond",SoftBank Hawks
藤田 淳平,福岡ソフトバンクホークス,"Fujita, Jumpei",SoftBank Hawks
加藤 洸稀,福岡ソフトバンクホークス,"Katoh, Koki",SoftBank Hawks
山崎 琢磨,福岡ソフトバンクホークス,"Yamasaki, Takuma",SoftBank Hawks
瀧本 将生,福岡ソフトバンクホークス,"Takimoto, Masaki",SoftBank Hawks
佐藤 琢磨,福岡ソフトバンクホークス,"Satoh, Takuma",SoftBank Hawks
ロドリゲス,福岡ソフトバンクホークス,"Rodriguez, Luis",SoftBank Hawks
小林 珠維,福岡ソフトバンクホークス,"Kobayashi, Jui",SoftBank Hawks
赤羽 蓮,福岡ソフトバンクホークス,"Akaba, Ren",SoftBank Hawks
長水 啓眞,福岡ソフトバンクホークス,"Nagamizu, Keishin",SoftBank Hawks
内野 海斗,福岡ソフトバンクホークス,"Uchino, Kaito",SoftBank Hawks
岡植 純平,福岡ソフトバンクホークス,"Okaue, Jumpei",SoftBank Hawks
佐々木 明都,福岡ソフトバンクホークス,"Sasaki, Akito",SoftBank Hawks
水口 創太,福岡ソフトバンクホークス,"Minakuchi, Sota",SoftBank Hawks
宮﨑 颯,福岡ソフトバンクホークス,"Miyazaki, Hayato",SoftBank Hawks
飛田 悠成,福岡ソフトバンクホークス,"Tobita, Yusei",SoftBank Hawks
渡邊 佑樹,福岡ソフトバンクホークス,"Watanabe, Yuki",SoftBank Hawks
鍬原 拓也,福岡ソフトバンクホークス,"Kuwahara, Takuya",SoftBank Hawks
サルディ,福岡ソフトバンクホークス,"Sarduy, Dario",SoftBank Hawks
齊藤 大将,福岡ソフトバンクホークス,"Saito, Hiromasa",SoftBank Hawks
加藤 晴空,福岡ソフトバンクホークス,"Katoh, Sora",SoftBank Hawks
盛島 稜大,福岡ソフトバンクホークス,"Morishima, Ryota",SoftBank Hawks
藤野 恵音,福岡ソフトバンクホークス,"Fujino, Keio",SoftBank Hawks
桑原 秀侍,福岡ソフトバンクホークス,"Kuwahara, Shuji",SoftBank Hawks
伊藤 大将,福岡ソフトバンクホークス,"Itoh, Daisuke",SoftBank Hawks
佐倉 侠史朗,福岡ソフトバンクホークス,"Sakura, Kyoshiro",SoftBank Hawks
勝連 大稀,福岡ソフトバンクホークス,"Katsuren, Haruki",SoftBank Hawks
中澤 恒貴,福岡ソフトバンクホークス,"Nakazawa, Koki",SoftBank Hawks
佐久間 拓斗,福岡ソフトバンクホークス,"Sakuma, Takuto",SoftBank Hawks
三代 祥貴,福岡ソフトバンクホークス,"Mishiro, Yoshiki",SoftBank Hawks
山下 恭吾,福岡ソフトバンクホークス,"Yamashita, Kyogo",SoftBank Hawks
西尾 歩真,福岡ソフトバンクホークス,"Nishio, Ayuma",SoftBank Hawks
アルモンテ,福岡ソフトバンクホークス,"Almonte, David",SoftBank Hawks
大泉 周也,福岡ソフトバンクホークス,"Ohizumi, Shuya",SoftBank Hawks
シモン,福岡ソフトバンクホークス,"Simon, Marco",SoftBank Hawks
山本 恵大,福岡ソフトバンクホークス,"Yamamoto, Keita",SoftBank Hawks
重松 凱人,福岡ソフトバンクホークス,"Shigematsu, Kaito",SoftBank Hawks
佐藤 航太,福岡ソフトバンクホークス,"Satoh, Kota",SoftBank Hawks
オスーナ,福岡ソフトバンクホークス,"Ozuna, Jose",SoftBank Hawks
岸 孝之,東北楽天ゴールデンイーグルス,"Kishi, Takayuki",Rakuten Eagles
ポンセ,東北楽天ゴールデンイーグルス,"Ponce, Cody",Rakuten Eagles
則本 昂大,東北楽天ゴールデンイーグルス,"Norimoto, Takahiro",Rakuten Eagles
古謝 樹,東北楽天ゴールデンイーグルス,"Koja, Tatsuki",Rakuten Eagles
田中 将大,東北楽天ゴールデンイーグルス,"Tanaka, Masahiro",Rakuten Eagles
荘司 康誠,東北楽天ゴールデンイーグルス,"Shoji, Kosei",Rakuten Eagles
ターリー,東北楽天ゴールデンイーグルス,"Turley, Nik",Rakuten Eagles
早川 隆久,東北楽天ゴールデンイーグルス,"Hayakawa, Takahisa",Rakuten Eagles
小孫 竜二,東北楽天ゴールデンイーグルス,"Komago, Ryuji",Rakuten Eagles
酒居 知史,東北楽天ゴールデンイーグルス,"Sakai, Tomohito",Rakuten Eagles
高田 孝一,東北楽天ゴールデンイーグルス,"Takada, Koichi",Rakuten Eagles
渡辺 翔太,東北楽天ゴールデンイーグルス,"Watanabe, Shota",Rakuten Eagles
弓削 隼人,東北楽天ゴールデンイーグルス,"Yuge, Hayato",Rakuten Eagles
櫻井 周斗,東北楽天ゴールデンイーグルス,"Sakurai, Shuto",Rakuten Eagles
伊藤 茉央,東北楽天ゴールデンイーグルス,"Itoh, Mao",Rakuten Eagles
宋 家豪,東北楽天ゴールデンイーグルス,"Sung, Chia-Hao",Rakuten Eagles
松井 友飛,東北楽天ゴールデンイーグルス,"Matsui, Tomotaka",Rakuten Eagles
藤平 尚真,東北楽天ゴールデンイーグルス,"Fujihira, Shoma",Rakuten Eagles
藤井 聖,東北楽天ゴールデンイーグルス,"Fujii, Masaru",Rakuten Eagles
西垣 雅矢,東北楽天ゴールデンイーグルス,"Nishigaki, Masaya",Rakuten Eagles
津留﨑 大成,東北楽天ゴールデンイーグルス,"Tsurusaki, Taisei",Rakuten Eagles
坂井 陽翔,東北楽天ゴールデンイーグルス,"Sakai, Haruto",Rakuten Eagles
日當 直喜,東北楽天ゴールデンイーグルス,"Hinata, Naoki",Rakuten Eagles
鈴木 翔天,東北楽天ゴールデンイーグルス,"Suzuki, Sora",Rakuten Eagles
瀧中 瞭太,東北楽天ゴールデンイーグルス,"Takinaka, Ryota",Rakuten Eagles
辛島 航,東北楽天ゴールデンイーグルス,"Karashima, Wataru",Rakuten Eagles
泰 勝利,東北楽天ゴールデンイーグルス,"Tai, Katsutoshi",Rakuten Eagles
松田 啄磨,東北楽天ゴールデンイーグルス,"Matsuda, Takuma",Rakuten Eagles
林 優樹,東北楽天ゴールデンイーグルス,"Hayashi, Yuki",Rakuten Eagles
大内 誠弥,東北楽天ゴールデンイーグルス,"Ohuchi, Seiya",Rakuten Eagles
内 星龍,東北楽天ゴールデンイーグルス,"Uchi, Seiryu",Rakuten Eagles
吉川 雄大,東北楽天ゴールデンイーグルス,"Yoshikawa, Kazuki",Rakuten Eagles
宮森 智志,東北楽天ゴールデンイーグルス,"Miyamori, Satoshi",Rakuten Eagles
清宮 虎多朗,東北楽天ゴールデンイーグルス,"Seimiya, Kotaro",Rakuten Eagles
太田 光,東北楽天ゴールデンイーグルス,"Ohta, Hikaru",Rakuten Eagles
田中 貴也,東北楽天ゴールデンイーグルス,"Tanaka, Takaya",Rakuten Eagles
安田 悠馬,東北楽天ゴールデンイーグルス,"Yasuda, Yuma",Rakuten Eagles
堀内 謙伍,東北楽天ゴールデンイーグルス,"Horiuchi, Kengo",Rakuten Eagles
石原 彪,東北楽天ゴールデンイーグルス,"Ishihara, Tsuyoshi",Rakuten Eagles
小深田 大翔,東北楽天ゴールデンイーグルス,"Kobukata, Hiroto",Rakuten Eagles
浅村 栄斗,東北楽天ゴールデンイーグルス,"Asamura, Hideto",Rakuten Eagles
阿部 寿樹,東北楽天ゴールデンイーグルス,"Abe, Toshiki",Rakuten Eagles
茂木 栄五郎,東北楽天ゴールデンイーグルス,"Mogi, Eigoro",Rakuten Eagles
鈴木 大地,東北楽天ゴールデンイーグルス,"Suzuki, Daichi",Rakuten Eagles
フランコ,東北楽天ゴールデンイーグルス,"Franco, Maikel",Rakuten Eagles
黒川 史陽,東北楽天ゴールデンイーグルス,"Kurokawa, Fumiya",Rakuten Eagles
平良 竜哉,東北楽天ゴールデンイーグルス,"Taira, Ryuya",Rakuten Eagles
山﨑 剛,東北楽天ゴールデンイーグルス,"Yamasaki, Tsuyoshi",Rakuten Eagles
伊藤 裕季也,東北楽天ゴールデンイーグルス,"Itoh, Yukiya",Rakuten Eagles
山田 遥楓,東北楽天ゴールデンイーグルス,"Yamada, Haruka",Rakuten Eagles
渡邊 佳明,東北楽天ゴールデンイーグルス,"Watanabe, Yoshiaki",Rakuten Eagles
ワォーターズ 璃海ジュミル,東北楽天ゴールデンイーグルス,"Waters, RikaiJyumile",Rakuten Eagles
入江 大樹,東北楽天ゴールデンイーグルス,"Irie, Daiki",Rakuten Eagles
村林 一輝,東北楽天ゴールデンイーグルス,"Murabayashi, Itsuki",Rakuten Eagles
青野 拓海,東北楽天ゴールデンイーグルス,"Aono, Takumi",Rakuten Eagles
辰見 鴻之介,東北楽天ゴールデンイーグルス,"Tatsumi, Konosuke",Rakuten Eagles
辰己 涼介,東北楽天ゴールデンイーグルス,"Tatsumi, Ryosuke",Rakuten Eagles
吉野 創士,東北楽天ゴールデンイーグルス,"Yoshino, Soshi",Rakuten Eagles
田中 和基,東北楽天ゴールデンイーグルス,"Tanaka, Kazuki",Rakuten Eagles
岡島 豪郎,東北楽天ゴールデンイーグルス,"Okajima, Takero",Rakuten Eagles
中島 大輔,東北楽天ゴールデンイーグルス,"Nakashima, Daisuke",Rakuten Eagles
島内 宏明,東北楽天ゴールデンイーグルス,"Shimauchi, Hiroaki",Rakuten Eagles
前田 銀治,東北楽天ゴールデンイーグルス,"Maeda, Ginji",Rakuten Eagles
武藤 敦貴,東北楽天ゴールデンイーグルス,"Mutoh, Atsuki",Rakuten Eagles
小郷 裕哉,東北楽天ゴールデンイーグルス,"Ogoh, Yuya",Rakuten Eagles
王 彦程,東北楽天ゴールデンイーグルス,"Wang, Yan-Cheng",Rakuten Eagles
西口 直人,東北楽天ゴールデンイーグルス,"Nishiguchi, Naoto",Rakuten Eagles
古賀 康誠,東北楽天ゴールデンイーグルス,"Koga, Kosei",Rakuten Eagles
小峯 新陸,東北楽天ゴールデンイーグルス,"Komine, Shinri",Rakuten Eagles
竹下 瑛広,東北楽天ゴールデンイーグルス,"Takeshita, Akihiro",Rakuten Eagles
水上 桂,東北楽天ゴールデンイーグルス,"Mizukami, Kei",Rakuten Eagles
江川 侑斗,東北楽天ゴールデンイーグルス,"Egawa, Yuto",Rakuten Eagles
永田 颯太郎,東北楽天ゴールデンイーグルス,"Nagata, Sotaro",Rakuten Eagles
澤野 聖悠,東北楽天ゴールデンイーグルス,"Sawano, Kiyoharu",Rakuten Eagles
柳澤 大空,東北楽天ゴールデンイーグルス,"Yanagisawa, Ozora",Rakuten Eagles
大河原 翔,東北楽天ゴールデンイーグルス,"Okawara, Sho",Rakuten Eagles
ヤン,埼玉西武ライオンズ,"Yan, Jefry",Seibu Lions
上田 大河,埼玉西武ライオンズ,"Ueda, Taiga",Seibu Lions
渡邉 勇太朗,埼玉西武ライオンズ,"Watanabe, Yutaro",Seibu Lions
髙橋 光成,埼玉西武ライオンズ,"Takahashi, Kona",Seibu Lions
増田 達至,埼玉西武ライオンズ,"Masuda, Tatsushi",Seibu Lions
與座 海人,埼玉西武ライオンズ,"Yoza, Kaito",Seibu Lions
隅田 知一郎,埼玉西武ライオンズ,"Sumida, Chihiro",Seibu Lions
松本 航,埼玉西武ライオンズ,"Matsumoto, Wataru",Seibu Lions
佐藤 隼輔,埼玉西武ライオンズ,"Sato, Shunsuke",Seibu Lions
田村 伊知郎,埼玉西武ライオンズ,"Tamura, Ichiro",Seibu Lions
武内 夏暉,埼玉西武ライオンズ,"Takeuchi, Natsuki",Seibu Lions
糸川 亮太,埼玉西武ライオンズ,"Itogawa, Ryota",Seibu Lions
平井 克典,埼玉西武ライオンズ,"Hirai, Katsunori",Seibu Lions
青山 美夏人,埼玉西武ライオンズ,"Aoyama, Minato",Seibu Lions
甲斐野 央,埼玉西武ライオンズ,"Kaino, Hiroshi",Seibu Lions
山田 陽翔,埼玉西武ライオンズ,"Yamada, Haruto",Seibu Lions
浜屋 将太,埼玉西武ライオンズ,"Hamaya, Shota",Seibu Lions
成田 晴風,埼玉西武ライオンズ,"Narita, Haruse",Seibu Lions
ボー・タカハシ,埼玉西武ライオンズ,"Takahashi, Bo",Seibu Lions
羽田 慎之介,埼玉西武ライオンズ,"Hada, Shinnosuke",Seibu Lions
本田 圭佑,埼玉西武ライオンズ,"Honda, Keisuke",Seibu Lions
杉山 遙希,埼玉西武ライオンズ,"Sugiyama, Haruki",Seibu Lions
今井 達也,埼玉西武ライオンズ,"Imai, Tatsuya",Seibu Lions
アブレイユ,埼玉西武ライオンズ,"Abreu, Albert",Seibu Lions
宮澤 太成,埼玉西武ライオンズ,"Miyazawa, Taisei",Seibu Lions
黒田 将矢,埼玉西武ライオンズ,"Kuroda, Masaya",Seibu Lions
中村 祐太,埼玉西武ライオンズ,"Nakamura, Yuta",Seibu Lions
大曲 錬,埼玉西武ライオンズ,"Omagari, Ren",Seibu Lions
平良 海馬,埼玉西武ライオンズ,"Taira, Kaima",Seibu Lions
水上 由伸,埼玉西武ライオンズ,"Mizukami, Yoshinobu",Seibu Lions
豆田 泰志,埼玉西武ライオンズ,"Mameda, Taishi",Seibu Lions
菅井 信也,埼玉西武ライオンズ,"Sugai, Shinya",Seibu Lions
岡田 雅利,埼玉西武ライオンズ,"Okada, Masatoshi",Seibu Lions
古賀 悠斗,埼玉西武ライオンズ,"Koga, Yuto",Seibu Lions
炭谷 銀仁朗,埼玉西武ライオンズ,"Sumitani, Ginjiro",Seibu Lions
柘植 世那,埼玉西武ライオンズ,"Tsuge, Sena",Seibu Lions
野田 海人,埼玉西武ライオンズ,"Noda, Kaito",Seibu Lions
牧野 翔矢,埼玉西武ライオンズ,"Makino, Shoya",Seibu Lions
古市 尊,埼玉西武ライオンズ,"Furuichi, Takeru",Seibu Lions
児玉 亮涼,埼玉西武ライオンズ,"Kodama, Ryosuke",Seibu Lions
山野辺 翔,埼玉西武ライオンズ,"Yamanobe, Kakeru",Seibu Lions
外崎 修汰,埼玉西武ライオンズ,"Tonosaki, Shuta",Seibu Lions
源田 壮亮,埼玉西武ライオンズ,"Genda, Sosuke",Seibu Lions
渡部 健人,埼玉西武ライオンズ,"Watanabe, Kento",Seibu Lions
佐藤 龍世,埼玉西武ライオンズ,"Satoh, Ryusei",Seibu Lions
元山 飛優,埼玉西武ライオンズ,"Motoyama, Hiyu",Seibu Lions
平沼 翔太,埼玉西武ライオンズ,"Hiranuma, Shota",Seibu Lions
山村 崇嘉,埼玉西武ライオンズ,"Yamamura, Takayoshi",Seibu Lions
アギラー,埼玉西武ライオンズ,"Aguilar, Jesus",Seibu Lions
髙松 渡,埼玉西武ライオンズ,"Takamatsu, Wataru",Seibu Lions
陽川 尚将,埼玉西武ライオンズ,"Yohkawa, Naomasa",Seibu Lions
中村 剛也,埼玉西武ライオンズ,"Nakamura, Takeya",Seibu Lions
滝澤 夏央,埼玉西武ライオンズ,"Takizawa, Natsuo",Seibu Lions
ブランドン,埼玉西武ライオンズ,"Tysinger, Brandon Taiga",Seibu Lions
野村 大樹,埼玉西武ライオンズ,"Nomura, Daiju",Seibu Lions
村田 怜音,埼玉西武ライオンズ,"Murata, Reon",Seibu Lions
栗山 巧,埼玉西武ライオンズ,"Kuriyama, Takumi",Seibu Lions
金子 侑司,埼玉西武ライオンズ,"Kaneko, Yuji",Seibu Lions
蛭間 拓哉,埼玉西武ライオンズ,"Hiruma, Takuya",Seibu Lions
古川 雄大,埼玉西武ライオンズ,"Furukawa, Yuudai",Seibu Lions
松原 聖弥,埼玉西武ライオンズ,"Matsubara, Seiya",Seibu Lions
若林 楽人,埼玉西武ライオンズ,"Wakabayashi, Gakuto",Seibu Lions
鈴木 将平,埼玉西武ライオンズ,"Suzuki, Shohei",Seibu Lions
西川 愛也,埼玉西武ライオンズ,"Nishikawa, Manaya",Seibu Lions
コルデロ,埼玉西武ライオンズ,"Cordero, Franchy",Seibu Lions
長谷川 信哉,埼玉西武ライオンズ,"Hasegawa, Shinya",Seibu Lions
岸 潤一郎,埼玉西武ライオンズ,"Kishi, Junichiro",Seibu Lions
高木 渉,埼玉西武ライオンズ,"Takagi, Wataru",Seibu Lions
奥村 光一,埼玉西武ライオンズ,"Okumura, Koichi",Seibu Lions
ガルシア,埼玉西武ライオンズ,"Garcia, Anthony",Seibu Lions
齊藤 大将,埼玉西武ライオンズ,"Saito, Hiromasa",Seibu Lions
粟津 凱士,埼玉西武ライオンズ,"Awatsu, Kaito",Seibu Lions
伊藤 翔,埼玉西武ライオンズ,"Itoh, Sho",Seibu Lions
上間 永遠,埼玉西武ライオンズ,"Uema, Towa",Seibu Lions
佐々木 健,埼玉西武ライオンズ,"Sasaki, Takeru",Seibu Lions
ロペス,埼玉西武ライオンズ,"Lopez, Victor",Seibu Lions
井上 広輝,埼玉西武ライオンズ,"Inoue, Hiroki",Seibu Lions
三浦 大輝,埼玉西武ライオンズ,"Miura, Daiki",Seibu Lions
シンクレア,埼玉西武ライオンズ,"Sinclair, Joseph Konosuke",Seibu Lions
森脇 亮介,埼玉西武ライオンズ,"Moriwaki, Ryosuke",Seibu Lions
川下 将勲,埼玉西武ライオンズ,"Kawashimo, Masahiro",Seibu Lions
木瀬 翔太,埼玉西武ライオンズ,"Kise, Shota",Seibu Lions
赤上 優人,埼玉西武ライオンズ,"Akagami, Yuto",Seibu Lions
是澤 涼輔,埼玉西武ライオンズ,"Koresawa, Ryosuke",Seibu Lions
野村 和輝,埼玉西武ライオンズ,"Nomura, Kazuki",Seibu Lions
谷口 朝陽,埼玉西武ライオンズ,"Taniguchi, Asahi",Seibu Lions
金子 功児,埼玉西武ライオンズ,"Kaneko, Koji",Seibu Lions
川野 涼多,埼玉西武ライオンズ,"Kawano, Ryota",Seibu Lions
モンテル,埼玉西武ライオンズ,"Higuma, Montell",Seibu Lions
ジョセフ,埼玉西武ライオンズ,"Miyamoto, Joseph Ken",Seibu Lions
仲三河 優太,埼玉西武ライオンズ,"Nakamigawa, Yuta",Seibu Lions
矢澤 宏太,北海道日本ハムファイターズ,"Yazawa, Kota",Nipponham Fighters
生田目 翼,北海道日本ハムファイターズ,"Nabatame, Tsubasa",Nipponham Fighters
加藤 貴之,北海道日本ハムファイターズ,"Katoh, Takayuki",Nipponham Fighters
達 孝太,北海道日本ハムファイターズ,"Tatsu, Kota",Nipponham Fighters
伊藤 大海,北海道日本ハムファイターズ,"Itoh, Hiromi",Nipponham Fighters
山﨑 福也,北海道日本ハムファイターズ,"Yamasaki, Sachiya",Nipponham Fighters
玉井 大翔,北海道日本ハムファイターズ,"Tamai, Taisho",Nipponham Fighters
上原 健太,北海道日本ハムファイターズ,"Uehara, Kenta",Nipponham Fighters
杉浦 稔大,北海道日本ハムファイターズ,"Sugiura, Toshihiro",Nipponham Fighters
金村 尚真,北海道日本ハムファイターズ,"Kanemura, Shoma",Nipponham Fighters
宮西 尚生,北海道日本ハムファイターズ,"Miyanishi, Naoki",Nipponham Fighters
田中 正義,北海道日本ハムファイターズ,"Tanaka, Seigi",Nipponham Fighters
河野 竜生,北海道日本ハムファイターズ,"Kawano, Ryusei",Nipponham Fighters
細野 晴希,北海道日本ハムファイターズ,"Hosono, Haruki",Nipponham Fighters
マーフィー,北海道日本ハムファイターズ,"Murphy, Patrick",Nipponham Fighters
黒木 優太,北海道日本ハムファイターズ,"Kuroki, Yuta",Nipponham Fighters
堀 瑞輝,北海道日本ハムファイターズ,"Hori, Mizuki",Nipponham Fighters
福田 俊,北海道日本ハムファイターズ,"Fukuda, Suguru",Nipponham Fighters
ロドリゲス,北海道日本ハムファイターズ,"Rodriguez, Bryan",Nipponham Fighters
ザバラ,北海道日本ハムファイターズ,"Zabala, Aneurys",Nipponham Fighters
バーヘイゲン,北海道日本ハムファイターズ,"VerHagen, Drew",Nipponham Fighters
畔柳 亨丞,北海道日本ハムファイターズ,"Kuroyanagi, Kyosuke",Nipponham Fighters
鈴木 健矢,北海道日本ハムファイターズ,"Suzuki, Kenya",Nipponham Fighters
齋藤 友貴哉,北海道日本ハムファイターズ,"Saito, Yukiya",Nipponham Fighters
石川 直也,北海道日本ハムファイターズ,"Ishikawa, Naoya",Nipponham Fighters
池田 隆英,北海道日本ハムファイターズ,"Ikeda, Takahide",Nipponham Fighters
安西 叶翔,北海道日本ハムファイターズ,"Anzai, Kanato",Nipponham Fighters
松浦 慶斗,北海道日本ハムファイターズ,"Matsuura, Keito",Nipponham Fighters
北山 亘基,北海道日本ハムファイターズ,"Kitayama, Koki",Nipponham Fighters
根本 悠楓,北海道日本ハムファイターズ,"Nemoto, Haruka",Nipponham Fighters
鍵谷 陽平,北海道日本ハムファイターズ,"Kagiya, Yohei",Nipponham Fighters
宮内 春輝,北海道日本ハムファイターズ,"Miyauchi, Haruki",Nipponham Fighters
北浦 竜次,北海道日本ハムファイターズ,"Kitaura, Ryuji",Nipponham Fighters
